1⃣️ 第一纯🌈央 视🌈,#genre#
59.MM-100.吴梦梦.便利店偷窃.巨乳人妻被抓到,https://m3md.n6uem8.xyz/doudou/ms/8f98e74f14225678b47f669a7f__426962/hls/1/index.m3u8
60.MM-101.吴梦梦.计程车疯狂性爱.刺激车震摇晃,https://m3md.n6uem8.xyz/doudou/ms/64197df72208367ac7f3a412b0__449997/hls/1/index.m3u8
61.MM-102.苏畅.吴梦梦.援交记录.两女一男榨干精液,https://m3md.n6uem8.xyz/doudou/ms/953756092208467c7235460a89__469919/hls/1/index.m3u8
62.MDX-0270 吴梦梦 水电师傅的止水私活 淫魅吸添取精,https://m3md.n6uem8.xyz/doudou/madou_tv/md_bxdtrwvt/hls/1/index.m3u8
63.MGL-0001 苏畅 吴梦梦 【首部曲】沉溺偷情的淫乱姐妹 超骚小姨子勾引姐夫,https://m3md.n6uem8.xyz/doudou/madou_tv/md_fqgmkrtj/hls/1/index.m3u8
64.MGL-0004 苏畅 吴梦梦 【最终章】沉溺偷情的淫乱姐妹 绿帽老公怒操小姨子泄欲,https://m3md.n6uem8.xyz/doudou/ms/8997f581482265e9d3f450ef4__82600/hls/1/index.m3u8
65.HPP-0039 吴梦梦 无套干爆拜精小姐姐,https://m3md.n6uem8.xyz/doudou/ms/8d4490f21921865c3a35474f8c__66777/hls/1/index.m3u8
66.MDHG-0025.吴梦梦.性爱巡游的旅行者,https://m3md.n6uem8.xyz/doudou/ms/9de5ab2622651677d44d6767e1__415833/hls/1/index.m3u8
1麻豆传媒MDSR-0009-1.苏语棠.艾熙.极品嫂子.夏日欲火无套乱伦.情色文学.4P,https://m3md.n6uem8.xyz/doudou/ms/dfc18a8a868268864bc36d1c8__746738/hls/1/index.m3u8
2麻豆传媒MDCM-0012.周甯.黎芷媗.端午特辑.派对咖屈原.古代肉棒狂操现代骚逼,https://m3md.n6uem8.xyz/doudou/ms/cce74675501968864bae2c675__746735/hls/1/index.m3u8
3麻豆传媒MD-0359.艾悠.黎芷媗.用骚穴快速晋升的年轻女医.用尺上位,https://m3md.n6uem8.xyz/doudou/ms/3d1a754f939168864b96b8c77__746734/hls/1/index.m3u8
4麻豆传媒MD-0353.夏晴子.圆圆.父亲节的淫乱4P登顶.野外中出母女丼,https://m3md.n6uem8.xyz/doudou/ms/f0bc782b503168864b80cc8e3__746733/hls/1/index.m3u8
5麻豆传媒MD-0349.李蓉蓉.痴女技师榨精按摩术.意外解锁无套性爱服务,https://m3md.n6uem8.xyz/doudou/ms/d254cc4d3131868864b6940215__746731/hls/1/index.m3u8
6麻豆传媒MSD-205.狐不妖.职场反差婊卖身拜金.浴火焚身跪求内射,https://m3md.n6uem8.xyz/doudou/ms/24791cc99391684f96cbd732b__692878/hls/1/index.m3u8
7麻豆传媒MGL-0006.宋南伊.苏樱花.麻豆万能服务公司.破处的滋味,https://m3md.n6uem8.xyz/doudou/ms/dd6c5a158759684f96b0780de__692877/hls/1/index.m3u8
8麻豆传媒MDWP-0034.苏畅.淫行超商.上班偷欢的女店员,https://m3md.n6uem8.xyz/doudou/ms/b8ddf0c35022684aa9b107a0a__690638/hls/1/index.m3u8
9麻豆传媒MDSR-0008-2.李蓉蓉.黎芷萱.蓝天航空公司的空姐EP2.权色交易多P游戏无套中出,https://m3md.n6uem8.xyz/doudou/ms/2a1e91a79071684aa994627f6__690637/hls/1/index.m3u8
10麻豆传媒MD-0358.温芮欣.艾熙.京东做爱的外卖总裁.霸道总裁亲自下海操骚屄,https://m3md.n6uem8.xyz/doudou/ms/7c1d16fc9404684aa9548ae45__690636/hls/1/index.m3u8
11麻豆传媒MGL-0005.周甯.林思妤.麻豆万能服务公司.爸爸的遗愿,https://m3md.n6uem8.xyz/doudou/ms/7b5a9c13513968426d49c7249__686980/hls/1/index.m3u8
12麻豆传媒LY-068.许可可.我的妹妹不可能这么可爱.妹妹的直播流量秘籍,https://m3md.n6uem8.xyz/doudou/ms/091e68482819268fb9c93a55c8__908329/hls/1/index.m3u8
13麻豆传媒MD-0347.宋南伊.工人强插色气人妻.背着残疾丈夫狂抽插,https://m3md.n6uem8.xyz/doudou/ms/59eda5eb2740268fb9cb08a489__908330/hls/1/index.m3u8
14麻豆传媒MD-0348.艾熙.周宁.黑人干爆亚洲骚穴实录.黑色巨屌激战双女,https://m3md.n6uem8.xyz/doudou/ms/19457a652739968fb9cbf3e6fa__908331/hls/1/index.m3u8
15麻豆传媒MDSR-0010-1.苏畅.苡若.警探姐妹花.EP1.淫贼狂操肉奴女警,https://m3md.n6uem8.xyz/doudou/ms/1603cf4f2819268fb9ce25ce2a__908335/hls/1/index.m3u8
16麻豆传媒MDCM-0014.苏畅.国风按摩院.月照春楼淫吾恨.ASMR淫声浪语颅内高潮,https://m3md.n6uem8.xyz/doudou/ms/45f8534e2740268fb9cd0b2f32__908333/hls/1/index.m3u8
17麻豆传媒MGL-0008.夏晴子.凌薇.麻豆万能服务公司.对姐妹们的双飞复仇记,https://m3md.n6uem8.xyz/doudou/ms/c1d1ab992534368fc4af42ad38__909593/hls/1/index.m3u8
18麻豆传媒MHG-002-1.Bunny.OL女上司男女全都吃,https://m3md.n6uem8.xyz/doudou/ms/cded38f42534368fc4b11af2fb__909594/hls/1/index.m3u8
19麻豆传媒MHG-002-2.苏畅.霸道女上司强取榨精,https://m3md.n6uem8.xyz/doudou/ms/f7999f1a2936
20麻豆传媒MD-0351.苏语棠.圆圆.老中医的孕妇回春疗法.媳妇与婆婆再度发情,https://m3md.n6uem8.xyz/doudou/ms/52ef7321907668426d19cec3e__686977/hls/1/index.m3u8
21麻豆传媒MDSR-0008-1.艾熙.艾悠.蓝天航空公司的空姐EP1.升迁下的性爱调教,https://m3md.n6uem8.xyz/doudou/ms/7ffabf5b898368426d2ec15eb__686978/hls/1/index.m3u8
22麻豆传媒MD-0344.张芸熙.露露.隔壁人妻的诱惑.爆乳巨双重潮吹,https://m3md.n6uem8.xyz/doudou/ms/856000ec907168426cfd7adbc__686976/hls/1/index.m3u8
23麻豆传媒MD-0352.优娜.新娘的花嫁.优娜引退作,https://m3md.n6uem8.xyz/doudou/ms/f61c99719071683d2f21d6800__684731/hls/1/index.m3u8
24麻豆传媒MD-0345.沈娜娜.露露.父丧姐妹的原罪.悲情乱交双逼奉还,https://m3md.n6uem8.xyz/doudou/ms/55a310d18708683d220884790__684730/hls/1/index.m3u8
25麻豆传媒SZL-035.思雨.淫欲旺盛的姐姐色诱表弟家中做爱,https://m3md.n6uem8.xyz/doudou/ms/7ffabf5b898368426d2ec15eb__686978/hls/1/index.m3u8
26麻豆传媒SZL-034.丫丫.极品嫩穴萝莉学妹.无毛小骚逼第一视角猛操,https://m3md.n6uem8.xyz/doudou/ms/a0e9577a378068236a30a329d__525415/hls/1/index.m3u8
27麻豆传媒MDCM-0015.苏畅.苏语棠.艾悠.哪吒2.淫邪三龙女大战真阳魔童,https://m3md.n6uem8.xyz/doudou/ms/bd3dc86c14222682369dda0793__525410/hls/1/index.m3u8
28麻豆传媒MD-0343.优娜.李微微.旗袍下的交换秘密.异国肉体激情盛宴,https://m3md.n6uem8.xyz/doudou/ms/cf57d99f22324682369c5736df__525408/hls/1/index.m3u8
29麻豆传媒MD-0180-4.苏畅.夏晴子.夜勤病栋.EP4.终极私刑性奴大失禁,https://m3md.n6uem8.xyz/doudou/ms/ae0514e814915682369b130fd8__525406/hls/1/index.m3u8
30麻豆传媒MD-0180-3.李蓉蓉.施子涵.夜勤病栋.EP3调教骚鲍母女肉便器,https://m3md.n6uem8.xyz/doudou/ms/1548b5d51422268236995397b1__525404/hls/1/index.m3u8
31麻豆传媒MD-0357.黎芷煊.欣晴.七夕情人双戾夹击.两任女友联手榨精,https://m3md.n6uem8.xyz/doudou/ms/91380804161556913fb3134da5__950385/hls/1/index.m3u8
32麻豆传媒MDCM-0016.黎芷煊.国风按摩院.修纤玉足扰军心.旗袍长腿尤物的锁精足交,https://m3md.n6uem8.xyz/doudou/ms/e80a2665209016913fb6d1f21d__950386/hls/1/index.m3u8
33麻豆传媒MDSR-0010-2.苏畅.苡若.米欧.警探姐妹花EP2.无情凌辱多人姐妹井,https://m3md.n6uem8.xyz/doudou/ms/dd54459e213476913fc683ba97__950393/hls/1/index.m3u8
34麻豆传媒SZL-031.洛溪.单身女下班回家惨遭猥琐男跟踪猥亵,https://m3md.n6uem8.xyz/doudou/ms/3f82ae0622196680f8e84bf76c__509110/hls/1/index.m3u8
成人直播台2,http://88.212.7.11/live/test_desire_hd_hevc/playlist.m3u8
直播成人台4,http://88.212.7.11/live/test_erox_hd_hevc/playlist.m3u8
直播成人台5,http://88.212.7.11/live/test_eroxxx_hd_hevc/playlist.m3u8
直播成人台6,http://88.212.7.11/live/test_brazzers_hd_hevc/playlist.m3u8
探花，http://bo.xn--tcwu45i.com/live/cx_15710.flv
7⃣️ 第一纯🎵演唱会🎵,#genre#

2025大湾区电影音乐晚会,https://vip.dytt-kan.com/20251002/7177_2723ad49/index.m3u8
周杰伦《2002THE ONE台北演唱会 完整版》金曲版,https://vd3.bdstatic.com/mda-nmgdfvsm9kc46pcz/576p/h264/1671270120913302151/mda-nmgdfvsm9kc46pcz.mp4
周杰伦《2004无与伦比演唱会完整版》,https://vd4.bdstatic.com/mda-nmbpre7yr8iug4m1/576p/h264/1670863877948761917/mda-nmbpre7yr8iug4m1.mp4
周杰伦《2007年世界巡回演唱会完整版》,https://vd4.bdstatic.com/mda-nmbgya8v797emg7u/576p/h264/1670847005358747234/mda-nmbgya8v797emg7u.mp4
周杰伦《2010超时代演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmc4khkjnn0k62bn/360p/h264/1670901524505595792/mda-nmc4khkjnn0k62bn.mp4
周杰伦《2013年摩天轮世界巡回演唱会完整版》,https://vd4.bdstatic.com/mda-nmcex5u2u9puxz6d/576p/h264/1670928165588976698/mda-nmcex5u2u9puxz6d.mp4
周杰伦《2016年地表最强世界巡回演唱会完整版》,https://vd2.bdstatic.com/mda-nmd5ujxqrmxh59qj/576p/h264/1670992604552514459/mda-nmd5ujxqrmxh59qj.mp4
林俊杰《2015时线新地球 巡回演唱会 完整版》,https://vd3.bdstatic.com/mda-nms50i1sia113r2r/576p/h264/1672112770324111320/mda-nms50i1sia113r2r.mp4
郭富城《2013年回演唱会香港站 完整版》,https://vd4.bdstatic.com/mda-nmdfbhu809ktgnuh/360p/h264/1671015249590151746/mda-nmdfbhu809ktgnuh.mp4
梅艳芳《2003年经典金曲演唱会完整版》,https://vd4.bdstatic.com/mda-nmegba7fpnyzhds1/576p/h264/1671104210184413087/mda-nmegba7fpnyzhds1.mp4
刀郎《2007 乌鲁木齐十周年演唱会 完整版》,https://vd4.bdstatic.com/mda-nmsk6gmfyex21hr1/360p/h264/1672150647837878589/mda-nmsk6gmfyex21hr1.mp4
谢霆锋《2000年viva演唱会高清完整版》锋迷必看！,https://vd2.bdstatic.com/mda-nmcj7tziypfkmubu/360p/h264/1670938894231640080/mda-nmcj7tziypfkmubu.mp4
王心凌《2021 台北小巨蛋演唱会 高清完整版》,https://vd2.bdstatic.com/mda-pa2cpund9weddj58/576p/h264/1672736536177563955/mda-pa2cpund9weddj58.mp4
叶倩文演唱会,https://alimov2.a.kwimgs.com/upic/2020/10/01/20/BMjAyMDEwMDEyMDMzNDlfMTE0Mzc4ODk3OF8zNjk0Njc4ODI3OF8yXzM=_b_B77b9c6c66d5b6dafbe520a286bb6e6b9.mp4
迈克杰克逊《危险之旅演唱会 完整版 珍藏版》,https://vd2.bdstatic.com/mda-nmu42idx0zwhihq8/576p/h264/1672282865450326183/mda-nmu42idx0zwhihq8.mp4
周华健《2015今天唱什么 巡回演唱会完整版》,https://vd2.bdstatic.com/mda-pa3cxmj5kz5viwwq/576p/h264/1672824310339702670/mda-pa3cxmj5kz5viwwq.mp4
周华健《2016 出道30年演唱会 完整版》,https://vd3.bdstatic.com/mda-pa3ecnd7aukyaf4a/576p/h264/1672827636953342632/mda-pa3ecnd7aukyaf4a.mp4
张信哲《2016年 还爱光年演唱会 完整版》经典之作！,https://vd2.bdstatic.com/mda-nmh7q2cm8dwjnum3/576p/h264/1671341864394610629/mda-nmh7q2cm8dwjnum3.mp4
张信哲《2018年歌时代II 演唱会 完整版》非常好看,https://vd3.bdstatic.com/mda-nmh90x7nebc5706t/576p/h264/1671345460202595301/mda-nmh90x7nebc5706t.mp4
刘若英《2016 Renext 台北我敢世界巡回演唱会 完整版》,https://vd4.bdstatic.com/mda-nmq4kv7nj8fisyyu/576p/h264/1671939594909809041/mda-nmq4kv7nj8fisyyu.mp4
刘若英《2018跟我走 乌镇英小姐限定版演唱会 完整版》,https://vd3.bdstatic.com/mda-nmq65j4uv5s0beu7/hd/cae_h264/1673248606002110391/mda-nmq65j4uv5s0beu7.mp4
周慧敏《2006与爱长流演唱会 高清完整版》,https://vd3.bdstatic.com/mda-paf2ni0c5ys3hqtx/576p/h264/1673834172840368674/mda-paf2ni0c5ys3hqtx.mp4
周慧敏《DeepV25周年演唱会 完整版》,https://vd2.bdstatic.com/mda-nmji71xik2a94i0p/576p/h264/1671540995626474873/mda-nmji71xik2a94i0p.mp4
周慧敏《30周年 演唱会高清 完整版》,https://vd3.bdstatic.com/mda-nmk3vfc49zsei6ek/576p/h264/1671591746174731071/mda-nmk3vfc49zsei6ek.mp4
邓紫棋《2015年XXX北京演唱会 完整版》,https://vd2.bdstatic.com/mda-nmmdn9c6wfb058fg/576p/h264/1671702121121048555/mda-nmmdn9c6wfb058fg.mp4
邓紫棋《2017 世界巡回演唱会 完整版》,https://vd4.bdstatic.com/mda-nmme7ggr3353yfce/360p/h264/1671703414902151326/mda-nmme7ggr3353yfce.mp4
任贤齐《2015年 落跑吧 爱情演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmfghew2rp3wcqp5/hd/cae_h264/1671202143575146017/mda-nmfghew2rp3wcqp5.mp4
任贤齐《2020年齐迹演唱会 台北站 完整版 蓝光字幕》,https://vd3.bdstatic.com/mda-nmfkavww2vps91pz/hd/cae_h264/1671209200204248516/mda-nmfkavww2vps91pz.mp4
陈奕迅《2007红磡体育馆演唱会 4K高清 完整版》,https://vd4.bdstatic.com/mda-paw7k4hdfnz4xyry/576p/h264/1675143278817711982/mda-paw7k4hdfnz4xyry.mp4
陈奕迅《2010“DUO”演唱会高清完整版》神级现场！,https://vd4.bdstatic.com/mda-nmfac23y1z5zr3mn/hd/cae_h264/1671183014510079803/mda-nmfac23y1z5zr3mn.mp4
陈奕迅《Eason’s Life 2013香港演唱会 完整版》,https://vd2.bdstatic.com/mda-nmn90etbajxggvpb/576p/h264/1671777371048275385/mda-nmn90etbajxggvpb.mp4
伍佰《2018年China.Blue.透南风演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmeb54vh3bws7c4c/576p/h264/1671091096057328271/mda-nmeb54vh3bws7c4c.mp4
伍佰《生命现场演唱会全集》,https://vd2.bdstatic.com/mda-nmbk1dc1rd2h9m1t/576p/h264/1670854626527512118/mda-nmbk1dc1rd2h9m1t.mp4
伍佰演唱会,https://txmov2.a.kwimgs.com/upic/2021/01/07/22/BMjAyMTAxMDcyMjU0MzRfODI4NTk1NTQ0XzQyMDMwMTYyOTIwXzJfMw==_b_Bf5420efd42bfae1dca666d543730fbda.mp4
周传雄演唱会,https://vd2.bdstatic.com/mda-nmgc0ms3fm9b3bu3/576p/h264/1671266481202765955/mda-nmgc0ms3fm9b3bu3.mp4
张学友《91年每天爱你多一些演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmc6bf7vqqtxnjs6/hd/cae_h264/1670912304665334108/mda-nmc6bf7vqqtxnjs6.mp4
张学友《1993年 学与友经典演唱会 完整版》,https://vd4.bdstatic.com/mda-nmbjevniypk396e3/576p/h264/1670853087045956378/mda-nmbjevniypk396e3.mp4
张学友《1995年友学友 经典演唱会 完整版》,https://vd3.bdstatic.com/mda-nmf3ms2fzrxski1f/hd/cae_h264/1671162288536760512/mda-nmf3ms2fzrxski1f.mp4
张学友《1999 友个人演唱会 高清完整版》,https://vd2.bdstatic.com/mda-pb36w8b6rnc0z5hj/576p/h264/1675486718975622631/mda-pb36w8b6rnc0z5hj.mp4
张学友《2007年 光年巡回 演唱会 完整版》,https://vd4.bdstatic.com/mda-nmek3yr26v0mmia8/360p/h264/1671114180615380093/mda-nmek3yr26v0mmia8.mp4
张学友《2016年学友经典台北演唱会 完整版》,https://vd4.bdstatic.com/mda-nmn72w34juavvyx6/576p/h264/1671772109003214938/mda-nmn72w34juavvyx6.mp4
张学友演唱会,https://alimov2.a.kwimgs.com/upic/2020/05/11/04/BMjAyMDA1MTEwNDE3NTRfMTA4ODgyMjg1OF8yODM1OTM2NTkxMl8yXzM=_b_Bf2cbd177f1349dcfc12d89443cf374af.mp4
谭咏麟《94年纯金曲演唱会高清完整版》,https://vd2.bdstatic.com/mda-nmcb4ycjrf5qhjaw/hd/cae_h264/1670924774390584075/mda-nmcb4ycjrf5qhjaw.mp4
《2005 歌者恋歌浓情30年 演唱会 完整字幕版》,https://vd3.bdstatic.com/mda-pb288z52kkp24j7d/hd/cae_h264/1675405760149439666/mda-pb288z52kkp24j7d.mp4
《2010 再度感动香港演唱会 高清完整版》,https://vd4.bdstatic.com/mda-pb34i0fpkj0m4cps/hd/cae_h264/1675494022570178771/mda-pb34i0fpkj0m4cps.mp4
《谭咏麟2015年银河岁月40载演唱会 完整版》,https://vd4.bdstatic.com/mda-nmdgivr6da7bqpqs/hd/cae_h264/1671028643276847054/mda-nmdgivr6da7bqpqs.mp4
刘德华1994演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/21/21/BMjAyMDExMjEyMTA2NDdfODI4NTk1NTQ0XzM5NTk1NzIyODQ0XzJfMw==_b_Bd2a633720f4eb58f50fcf669ac9f6481.mp4
刘德华1996演唱会,https://txmov2.a.kwimgs.com/upic/2020/11/24/04/BMjAyMDExMjQwNDAwMzFfODI4NTk1NTQ0XzM5NzA5NDUwNzEyXzJfMw==_b_B5b8c14b2ba01d46f3c1f12fbeba49c43.mp4
刘德华1999演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/18/21/BMjAyMDExMTgyMTQ0NDlfODI4NTk1NTQ0XzM5NDM1NzU0Njc0XzJfMw==_b_B98fc4057c592f311f03825bd7f3bb05c.mp4
刘德华2001演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/18/21/BMjAyMDExMTgyMTA3MjdfODI4NTk1NTQ0XzM5NDMzNDM3OTI0XzJfMw==_b_B52993094a9f0b4a854478aca541a9a58.mp4
刘德华《2007香港红磡 演唱会 完整版》,https://vd2.bdstatic.com/mda-nmbnvt4myvg0x26d/576p/h264/1670861624347655626/mda-nmbnvt4myvg0x26d.mp4
刘德华2007演唱会,https://alimov2.a.kwimgs.com/upic/2020/02/28/13/BMjAyMDAyMjgxMzMwNDFfMTU5NTU2MTY2OV8yNDE4ODE5MDc1Ml8yXzM=_b_B48ce4518e73458e04dec4771e0deb6a4.mp4
刘德华《2010Unforgettable香港红馆演唱会 完整版》,https://vd2.bdstatic.com/mda-nmj6k2bc3adyg21b/576p/h264/1671511395304150666/mda-nmj6k2bc3adyg21b.mp4
刘德华《2011年中国巡回演唱会 上海站 完整版》,https://vd4.bdstatic.com/mda-pa4a49uy4h0r7wn4/576p/h264/1672903079005864993/mda-pa4a49uy4h0r7wn4.mp4
刘德华《巡回演唱会上海站 高清完整版》八万人大合唱,https://vd2.bdstatic.com/mda-nmedfmpuhx9k86xn/576p/h264/1671098620160374576/mda-nmedfmpuhx9k86xn.mp4
黎明《2005 红磡经典金曲演唱会 完整版》,https://vd3.bdstatic.com/mda-nmpe78rgx4gw838q/hd/cae_h264/1671883745043789332/mda-nmpe78rgx4gw838q.mp4
黎明《2011 Leon XU 红馆 Live演唱会高清 完整版》,https://vd4.bdstatic.com/mda-nmcde2gcrk3fjt5z/576p/h264/1670925006665758590/mda-nmcde2gcrk3fjt5z.mp4
李克勤《2002情情塔塔演唱会 修复版 完整版》,https://vd2.bdstatic.com/mda-pae7c6xjaeg7xer5/hd/cae_h264/1673762904075484432/mda-pae7c6xjaeg7xer5.mp4
李克勤《2011香港小交响乐团演奏厅演唱会 完整版》,https://vd4.bdstatic.com/mda-pae4mwxatd5nz24c/576p/h264/1673753222612308469/mda-pae4mwxatd5nz24c.mp4
李克勤《2017年庆祝成立30周年演唱会高清完整版》,https://vd3.bdstatic.com/mda-nmcism1928599nu6/576p/h264/1670937708736425187/mda-nmcism1928599nu6.mp4
容祖儿《2008 starlight 演唱会,经典,完整版》,https://vd2.bdstatic.com/mda-pa85gkrwgjkixnyp/576p/h264/1673236888580394574/mda-pa85gkrwgjkixnyp.mp4
容祖儿《2010 Coccert Number 6演唱会 完整版,https://vd3.bdstatic.com/mda-pa86mtej4sz5n2vr/576p/h264/1673240260923662881/mda-pa86mtej4sz5n2vr.mp4
蔡依林《2007地才演唱会 4K高清完整版》,https://vd2.bdstatic.com/mda-nmu8j2k2rri1jsjb/hd/cae_h264/1672365159332310914/mda-nmu8j2k2rri1jsjb.mp4
蔡依林《2013Myself 台北演唱会完整版》,https://vd2.bdstatic.com/mda-nmuh0hr8u0u6cte0/576p/h264/1672315785506572864/mda-nmuh0hr8u0u6cte0.mp4
蔡依林《2014 Play 呸 演唱会 完整版》,https://vd2.bdstatic.com/mda-nmv6mkd1h1nadgd2/576p/h264/1672376027911881335/mda-nmv6mkd1h1nadgd2.mp4
蔡依林《2015 世界巡回演唱会 完整版》,https://vd3.bdstatic.com/mda-nmv7p5ckgd1y0q4r/576p/h264/1672378806357641364/mda-nmv7p5ckgd1y0q4r.mp4
蔡依林演唱会,https://alimov2.a.kwimgs.com/upic/2020/07/13/17/BMjAyMDA3MTMxNzEyMzZfODY2NDU4ODQ1XzMyMjk2MDQ4MzQ4XzJfMw==_b_B8f6ffb1ac85e8c6f0363ee3c3076d8df.mp4
萧亚轩《2001 夏日精彩 演唱会 完整版》,https://vd3.bdstatic.com/mda-nmva6i471kzy4s4w/576p/h264/1672384680417583405/mda-nmva6i471kzy4s4w.mp4
萧亚轩《2003年 Up2U 演唱会 完整版》,https://vd2.bdstatic.com/mda-nmv9c6vf0gmdvtcm/576p/h264/1672382727349291441/mda-nmv9c6vf0gmdvtcm.mp4
萧亚轩《2009 WOW3 LIVE 演唱会 完整版》,https://vd3.bdstatic.com/mda-pa3kh2zwascgw2c2/576p/h264/1672843937904836811/mda-pa3kh2zwascgw2c2.mp4
张惠妹《2010阿密特演唱会 高清完整版》,https://vd2.bdstatic.com/mda-pa4ggwqkg1hknakr/576p/h264/1672919548156014099/mda-pa4ggwqkg1hknakr.mp4
张惠妹《2013世界巡回演唱会完整版》,https://vd2.bdstatic.com/mda-pa59wsxnp6hvw6cd/576p/h264/1672989122541301764/mda-pa59wsxnp6hvw6cd.mp4
李宗盛《2006理性与感性演唱会 完整版》,https://vd4.bdstatic.com/mda-pb24ivm6mtvf47cw/hd/cae_h264/1675401338311630042/mda-pb24ivm6mtvf47cw.mp4
李宗盛《2016既然青春留不住演唱会完整版》,https://vd2.bdstatic.com/mda-nmm5d7310djqaw0d/576p/h264/1671681105695580161/mda-nmm5d7310djqaw0d.mp4
莫文蔚《2001好莫文蔚演唱会 4K高清修复 完整版》,https://vd3.bdstatic.com/mda-pb648pb8uqranzvw/hd/cae_h264/1675746234053274788/mda-pb648pb8uqranzvw.mp4
莫文蔚《2011回蔚 台北小巨蛋演唱会 完整版》,https://vd3.bdstatic.com/mda-pb658x0xe19hqdpp/360p/h264/1675741571130020178/mda-pb658x0xe19hqdpp.mp4
梁静茹《2001年 七夕勇气演唱会&完整版》,https://vd2.bdstatic.com/mda-pa97ypqyc6wu0zk8/576p/h264/1673329490406586933/mda-pa97ypqyc6wu0zk8.mp4
梁静茹《2002 Time&Love演唱会 完整版》,https://vd3.bdstatic.com/mda-pa98qb25xtnnbn8x/576p/h264/1673331155408906723/mda-pa98qb25xtnnbn8x.mp4
郑秀文《2015 touch mi巡回演唱会 完整版》,https://vd2.bdstatic.com/mda-nmpj84w16e73taxy/576p/h264/1671889503106158757/mda-nmpj84w16e73taxy.mp4
郑秀文《2018 生日演唱会,高清完整版》,https://vd2.bdstatic.com/mda-pa4ctrwhn61hjjgw/576p/h264/1672910025213887371/mda-pa4ctrwhn61hjjgw.mp4
杨千嬅《2010世界巡回演唱会 完整版》,https://vd2.bdstatic.com/mda-pa5egbg196xxmt2d/576p/h264/1673001655021314889/mda-pa5egbg196xxmt2d.mp4
杨千嬅《2015Lets Begin演唱会 完整版》,https://vd4.bdstatic.com/mda-pa5dji395y8xmq6z/576p/h264/1672999545437013514/mda-pa5dji395y8xmq6z.mp4
王菲《98-99唱游大世界 演唱会 完整版》,https://vd4.bdstatic.com/mda-pa38b031238njta3/hd/cae_h264/1672923987187598030/mda-pa38b031238njta3.mp4
王菲《2016 幻乐一场 演唱会 完整版》,https://vd2.bdstatic.com/mda-nmu5mwp547ea2qqi/hd/cae_h264/1672354630123138948/mda-nmu5mwp547ea2qqi.mp4
陈慧娴《1989几时再见 告别歌坛 演唱会》,https://vd3.bdstatic.com/mda-pa38zbarmey6ce76/360p/h264/1672813359525431064/mda-pa38zbarmey6ce76.mp4
陈慧娴1996年演唱会,https://alimov2.a.kwimgs.com/upic/2021/10/03/15/BMjAyMTEwMDMxNTUzNTFfMTE0Mzc4ODk3OF81ODM0NDAyOTMyMl8yXzM=_b_B85495f852ff71a0887f689798176cc08.mp4
陈慧娴《2003重返歌坛演唱会 完整版》,https://vd3.bdstatic.com/mda-pa2f7a9v7tx0rjcn/hd/cae_h264/1672852494712879502/mda-pa2f7a9v7tx0rjcn.mp4
陈慧娴《2008活出生命演唱会,高清完整版》,https://vd3.bdstatic.com/mda-pa36fvkb1bpnw5ca/576p/h264/1672807149098315689/mda-pa36fvkb1bpnw5ca.mp4
陈慧娴《2014 30周年演唱会 高清完整 珍藏版》,https://vd2.bdstatic.com/mda-nmkc1znfw4dz5tbj/576p/h264/1671612650824205354/mda-nmkc1znfw4dz5tbj.mp4
陈慧娴《2016年Priscilla-ism演唱会完整版》,https://vd2.bdstatic.com/mda-nmkdh8zu3b6jeur2/576p/h264/1671615353015464234/mda-nmkdh8zu3b6jeur2.mp4
陈慧娴告别演唱会,https://alimov2.a.kwimgs.com/upic/2021/01/06/20/BMjAyMTAxMDYyMDM3MDlfODI4NTk1NTQ0XzQxOTc4MTcyNTcwXzJfMw==_b_B433cd58306ccc133cade9d3cdcf0b0f1.mp4
陈慧琳《2002 飞天舞会演唱会 完整版》,https://vd4.bdstatic.com/mda-panghz9yd2itiarg/576p/h264/1674474198720485545/mda-panghz9yd2itiarg.mp4
陈慧琳《2005纸醉金迷演唱会 完整版》,https://vd2.bdstatic.com/mda-pani2ii7ab475aqv/576p/h264/1674478244611200996/mda-pani2ii7ab475aqv.mp4
陈慧琳《2008 演唱会 完整版》,https://vd2.bdstatic.com/mda-pap5g5hdrs3a2f9n/hd/cae_h264/1674535115951758244/mda-pap5g5hdrs3a2f9n.mp4
李宇春《2014why me十周年 演唱会完整版》,https://vd3.bdstatic.com/mda-pa657mq60fuufg2k/576p/h264/1673063716911647630/mda-pa657mq60fuufg2k.mp4
李宇春《2016野蛮生长演唱会 重庆站 完整版》,https://vd2.bdstatic.com/mda-pa66z25sfybxrtnb/360p/h264/1673067794659521040/mda-pa66z25sfybxrtnb.mp4
李宇春《2018年 “流行”演唱会 北京站 完整版》,https://vd4.bdstatic.com/mda-pa6ai2q6tnihvw1a/576p/h264/1673076887061763198/mda-pa6ai2q6tnihvw1a.mp4
